name,address,lat,lon,hours,source,state,phone,website,facility_type,osm_id
Operation 2nd Chance,"507 West York Street, Philadelphia, PA, 19133",39.9876545,-75.1414626,"Mo,We 09:00-17:00",osm,PA,+1 215-939-7866,,food_bank,node/2764609485
Redeem Baptist Church,"2339 North 31st Street, Philadelphia, PA, 19132",39.9924553,-75.1827304,"Fr[3] 08:30-12:30 open ""Food pantry""",osm,PA,+1 215-227-4574,,food_bank,node/2764609487
Salvation Army - KROC,"4200 Wissahickon Avenue, Philadelphia, PA, 19129",40.0117408,-75.1693326,Mo-Fr 13:00-15:00,osm,PA,+1 215 558 1517,https://easternusa.salvationarmy.org/philadelphia-kroc/,food_bank,node/2764609490
St. Joan of Arc Church,"2025 East Atlantic Street, Philadelphia, PA, 19134",39.9979151,-75.1026623,Tu-Th 09:00-12:00,osm,PA,+1 215-535-4641,,food_bank,node/2764609493
St. Martin De Porres,"2340 West Lehigh Avenue, Philadelphia, PA, 19132",39.9956786,-75.1698633,Tu-Th 10:00-14:30,osm,PA,+1 215-225-2127,,food_bank,node/2764609496
The House of Prayer,"2327 West Somerset Street, Philadelphia, PA, 19132",39.9976851,-75.1699287,Sa 12:00-14:00,osm,PA,+1 215-225-0425,,food_bank,node/2764609500
The Light House,"152 West Lehigh Avenue, Philadelphia, PA, 19133",39.9909382,-75.1331441,"Tu,Th 07:30+",osm,PA,+1 215-425-7800,,food_bank,node/2764609502
New Hope Food Bank,,37.6241412,-85.5074836,,osm,,,,food_bank,node/2767097132
Interfaith Food Cupboard,"3600 Baring Street, Philadelphia, 19104",39.9609896,-75.1942392,Sa 09:30-11:00,osm,,+1 215-222-7606,,food_bank,node/2767171632
University Lutheran Church of the Incarnation,"3637 Chestnut Street, Philadelphia, 19104",39.9549976,-75.1962589,Tu 17:00-18:00,osm,,+1 215-387-2885,,food_bank,node/2767183644
Ralston Mercy Douglass House,"3817 Market Street, Philadelphia, 19104",39.9570497,-75.1993332,Mo-Sa 08:30-16:30,osm,,+1 215 382 5110,,food_bank,node/2767183653
People's Emergency Center,"3939 Warren Street, Philadelphia, 19104",39.9619611,-75.2016219,Sa 11:00-16:00,osm,,+1 215-382-7522,,food_bank,node/2767196645
Baptist Women's Center,"1428 Poplar Street, Philadelphia, PA, 19130",39.9702672,-75.1609425,We 11:30-13:30,osm,PA,+1 215-235-8070,,food_bank,node/2770602528
Christ Our Redeemer F. W. Baptist Church,"1708 Wylie Street, Philadelphia, PA, 19130",39.9699669,-75.1650137,"Sa[2,4] 11:00-13:00",osm,PA,+1 267-505-3592,,food_bank,node/2770602531
Greater Exodus Baptist Church - People for People,"714 North Broad Street, Philadelphia, PA, 19130",39.9674781,-75.1607029,"Mo,Tu,We,Fr 10:00-13:00",osm,PA,+1 215-235-1394,,food_bank,node/2770602532
Holy Temple Church,"1702 Fairmount Avenue, Philadelphia, PA, 19130",39.9669511,-75.1656044,"Su 13:30-14:30, Sa 10:00-11:00",osm,PA,+1 215-763-2338,,food_bank,node/2770602550
Temple of Divine Love Church,"1518 West Girard Avenue, Philadelphia, PA, 19130",39.9714077,-75.1620511,Tu 13:00-15:00,osm,PA,+1 215-765-4957,,food_bank,node/2770602566
Trinity Baptist Church,"2702 Poplar Street, Philadelphia, PA, 19130",39.9727869,-75.1816225,Sa 09:00-10:00,osm,PA,+1 215-235-0419,,food_bank,node/2770602570
United Methodist Neighbors,"804 North Broad Street, Philadelphia, PA, 19130",39.9683048,-75.1605281,"Mo,Tu,Th 10:00-14:30, Th 12:00+ ""Bag lunch""",osm,PA,+1 215-236-0304,,food_bank,node/2770602580
Saint Cyprian Church,"525 South 63rd Street, Philadelphia, 19143",39.9535358,-75.2483055,"Mo,We 09:30-11:30",osm,,+1 215-747-3250,,food_bank,node/2773789131
Helping Hands for the Hungry,"525 South 63rd Street, Philadelphia, PA, 19143",39.9539702,-75.2483004,Sa 10:00-02:00,osm,PA,+1 215-747-3250,,food_bank,node/2773789138
Emmanuel AME Church,"5917 Chestnut Street, Philadelphia, 19139",39.9604397,-75.2396302,"Tu,Th 10:00-12:00",osm,,+1 215-549-2428,,food_bank,node/2773882606
Eben-ezer Mission,"6135 Market Street, Philadelphia, 19139",39.962487,-75.243927,Fr 08:00-01:30,osm,,+1 267-970-5869,,food_bank,node/2773895342
City of Conquerors,"11 South 63rd Street, Philadelphia, 19139",39.9620697,-75.2465269,Th 10:00-04:00,osm,,+1 215-471-3985,,food_bank,node/2773902849
Life Center of Eastern Deleware Valley,"6310 Market Street, Upper Darby, 19082",39.9625334,-75.2475147,Su-Sa 19:00-20:00,osm,,+1 610-734-5770,,food_bank,node/2773907396
Christ Lutheran Church,"7240 Walnut Street, Upper Darby Township, 19082",39.9574059,-75.2653685,Mo-Fr 08:30-05:00,osm,,+1 610-352-1610,,food_bank,node/2773910670
Mount Caramel Baptist Church,"5732 Race Street, Philadelphia, 19139",39.9643248,-75.2354923,We 09:00-11:00,osm,,+1 215-476-5320,,food_bank,node/2773914877
Holy Temple Community Center,"363 North 60th Street, Philadelphia, PA, 19139",39.9679607,-75.2394253,"Tu,Th 11:00-02:00",osm,PA,+1 215-476-4999,,food_bank,node/2773945683
Calvary Agape Outreach Services,"6114 Haverford Avenue, Philadelphia, 19151",39.9709998,-75.2413984,Mo 10:00-01:00; We 10:00-11:45,osm,,+1 215-472-3460,,food_bank,node/2773948555
Calvin Presbyterian Church,"1401 North 60th Street, Philadelphia, 19151",39.9730508,-75.2394286,Th 11:00-01:00,osm,,+1 215-877-7711,,food_bank,node/2773950555
Good Samaritan Baptist Church,"6148 Lansdowne Avenue, Philadelphia, 19151",39.9754426,-75.2434365,We 09:00-01:00; Fr 10:00-12:00,osm,,+1 215-877-7537,,food_bank,node/2773957376
PJPII Ozanam Center,,41.449693,-81.6301202,,osm,,,,food_bank,node/2781758505
Lombard Central Presbyterian Church,"4201 Powelton Avenue, Philadelphia, 19104",39.959024,-75.2066278,Th-Fr 08:00-11:00; Jul-Aug off,osm,,+1 215-222-3044,,food_bank,node/2807035107
Mt Zion Holy Church,"4110 Haverford Avenue, Philadelphia, 19104",39.962299,-75.2053832,Su[2] 13:30-15:00; We[3] 13:00-15:00,osm,,+1 215-349-6734,,food_bank,node/2807052946
Millcreek Baptist Church,"641 North Preston Street, Philadelphia, PA, 19104",39.9640368,-75.2034892,Tu[2] 10:00-12:00,osm,PA,+1 215-386-2989,,food_bank,node/2807062431
Community Church of God,"4201 Parrish Street, Philadelphia, 19104",39.9680658,-75.2081187,Sa[4] 11:30-13:00,osm,,+1 215-878-0220,,food_bank,node/2807075234
St. Ignatius of Loyola Outreach,"636 North 43rd Street, Philadelphia, PA, 19104",39.9639249,-75.2096164,Tu 10:00-12:00,osm,PA,+1 215-386-5065,https://www.stignatiuswestphilly.com/outreach,food_bank,node/2807099471
Paradise Emmanuel Tabernacle Church,"4704 Woodland Avenue, Philadelphia, 19143",39.9429726,-75.2108481,"We[1],Sa[1] 09:00-12:00",osm,,+1 215-724-9050,,food_bank,node/2807133501
Millennium Baptist Church,"1630 North 52nd Street, Philadelphia, 19131",39.9804664,-75.2250159,We[3] 11:00-13:00; Jul-Aug off,osm,,+1 215-877-1198,,food_bank,node/2829360423
Parkside Association of Philadelphia,"5180 Viola Street, Philadelphia, 19131",39.9807784,-75.2239405,"Th[1,3] 14:00-16:00",osm,,+1 215-877-1198,,food_bank,node/2829360425
St. Philip's Lutheran Church,"5210 Wyalusing Avenue, Philadelphia, 19131",39.96938,-75.2261473,Sa[2] 09:00-12:00,osm,,+1 215-878-2911,,food_bank,node/2829366418
Carroll Park Community Council,"5218 Master Street, Philadelphia, 19131",39.9740631,-75.2271127,"Mo[2,4] 16:00-19:00",osm,,+1 215-877-1157,,food_bank,node/2829371745
Resurrection Baptist Church,"1610 North 54th Street, Philadelphia, 19131",39.9776143,-75.2302814,Tu 11:00-12:45; Th 12:00-13:00,osm,,+1 215-473-9427,,food_bank,node/2829399500
Camphor Memorial United Methodist Church,"5620 Wyalusing Avenue, Philadelphia, 19131",39.9685902,-75.232889,Tu 10:00-11:30,osm,,+1 215-747-2600,,food_bank,node/2829417726
Holy Temple of the Lord and Savior Jesus Christ,"5116 Market Street, Philadelphia, 19131",39.9596623,-75.2236126,Mo 16:00-18:00,osm,,+1 215-474-7656,,food_bank,node/2829418420
Zion Hill Baptist Church,"5301 Spruce Street, Philadelphia, 19139",39.9552753,-75.2287636,"Tu 09:30+ ""closing time not specified""",osm,,+1 215 472 4747,,food_bank,node/2829435667
Sherwood Presbyterian Church,"5543 Willows Avenue, Philadelphia, 19143",39.9425267,-75.2308774,Tu 12:00-13:00; Th 12:00-13:00,osm,,+1 215-747-2685,,food_bank,node/2831788904
Faith Temple Pentecostal Church,"5618 Kingsessing Avenue, Philadelphia, PA, 19143",39.9361203,-75.22479,Tu 10:00-12:00,osm,PA,+1 610-809-6224,,food_bank,node/2831804382
Grace Tabernacle Christian Church,"1509 South 52nd Street, Philadelphia, PA, 19143",39.9391668,-75.2170024,We 13:00-15:00,osm,PA,+1 215-724-8303,,food_bank,node/2831812064
Divine Mercy Parish,"6667 Chester Avenue, Philadelphia, 19142",39.9276537,-75.2402279,Tu-We 09:00-12:00,osm,,+1 215-727-8300,,food_bank,node/2831824250
Catholic Social Services,"6214 Grays Avenue, Philadelphia, 19142",39.9256513,-75.2282744,We 10:00-12:00; Fr 10:00-12:00,osm,,+1 215-724-8550,,food_bank,node/2831830021
Eastwick United Methodist Church,"8321 Lindbergh Boulevard, Philadelphia, 19153",39.8981873,-75.2524304,Mo 12:30-13:30; We 10:00-13:00,osm,,+1 215-365-1810,,food_bank,node/2831877585
United Communities Southeast Philadelphia,"2029 South 8th Street, Philadelphia, PA, 19148",39.9232246,-75.159555,"We,Fr 10:00-12:00",osm,PA,+1 215-468-6111,,food_bank,node/2831886225
St. Gabriel Food Cupboard,"2917 Dickinson Street, Philadelphia, PA, 19146",39.9352091,-75.1932083,Tu-We 09:00-10:30; Fr 09:30-11:30,osm,PA,+1-215-334-2620,,food_bank,node/2831899604
Midcoast Hunger Prevention Program,,43.9115949,-69.9681938,,osm,,,,food_bank,node/2832895337
Church of the Redeemer Baptist,"1440 South 24th Street, Philadelphia, 19146",39.9340033,-75.1845432,Sa[3] 08:00-10:00,osm,,+1-215-465-1230 x110,,food_bank,node/2841478649
Saint Barnabas Bethsaida United Methodist Church,"1814 Wharton Street, Philadelphia, 19146",39.9349891,-75.1744179,Sa[3] 10:00-12:00,osm,,+1 215-468-1999,,food_bank,node/2841486702
St Paul Chapel,"2037 Manton Street, Philadelphia, 19146",39.9371969,-75.1782324,Sa[4] 10:00-14:00,osm,,+1 215-467-4158,,food_bank,node/2841488620
Perfect Peace Music Ministries,"2630 Federal Street, Philadelphia, 19146",39.9387541,-75.1878884,Tu[-1] 11:00-14:00,osm,,+1 267 582 5989,,food_bank,node/2841490069
Christ's Presbyterian Church,"1020 South 10th Street, Philadelphia, 19147",39.9375331,-75.1600072,Su 12:00-14:00,osm,,+1 215 389 2281,,food_bank,node/2841496924
Neighborhood House Food Pantry,"1315 Oak Street, Rochester, 48307",42.691975,-83.1378279,,osm,,,,food_bank,node/2852949995
Union Baptist Outreach Ministries,"1910 Fitzwater Street, Philadelphia, 19146",39.9427231,-75.1745632,"Fr[-3,-2,-1] 11:00-13:30",osm,,+1 215-735-7273,,soup_kitchen,node/2862375356
"Waters Memorial Community, Inc.","609 South Clifton Street, Philadelphia, PA, 19147",39.9426553,-75.1597735,We[3] 15:00-17:00,osm,PA,+1 215-923-4056,,food_bank,node/2862404194
Bethel Fellowship Franklin Mills,"903 Franklin Mills Circle, Philadelphia, 19154",40.0953715,-74.9580938,Mo-Tu 10:00-13:00; We 14:00-17:00;Th 10:00-13:00,osm,,+1 215 824 3000,,food_bank,node/2862431601
Feast of Justice,"3101 Tyson Avenue, Philadelphia, 19149",40.0372483,-75.0528417,"Tu,Fr 09:00-11:30; Th 16:00-18:00; Sa 14:00-16:30",osm,,+1 215 268 3510,,food_bank,node/2863117807
Triumphant Faith International Worship Center,"5316 Rising Sun Avenue, Philadelphia, 19120",40.0310158,-75.1181258,"We,Sa[3] 10:00-12:00",osm,,+1 215-324-7376,,food_bank,node/2870994334
Greater Philadelphia Asian Social Services,"4943 North 5th Street, Philadelphia, PA, 19120",40.0269393,-75.1324369,"Tu[2,4] 09:00+",osm,PA,+1 215-456-1663,https://www.gpasspa.org/,food_bank,node/2871030747
Incarnation of Our Lord,"5105 North 5th Street, Philadelphia, 19120",40.0288989,-75.1319655,We 13:00-15:00; Th 09:00-12:00,osm,,+1 215-284-7959,,food_bank,node/2871030748
St. Paul's Evangelical Lutheran Church,"5900 North 5th Street, Philadelphia, 19120",40.0414224,-75.1298682,Mo 09:00-12:00; We 09:00-12:00,osm,,+1 215-424-4800,,food_bank,node/2871036238
St. Mark's Lutheran Church,"1420 Chelten Avenue, Philadelphia, PA, 19126",40.0502888,-75.1428335,Tu 10:00-14:30,osm,PA,+1 215-224-1145,,food_bank,node/2872793917
Giving of Self Partnership,"6101 Limekiln Pike, Philadelphia, PA, 19141",40.046721,-75.1488372,"Mo 12:00-16:00; Tu-We 10:00-12:30, 13:30-16:00; Fr 10:00-12:30, 13:30-16:00",osm,PA,+1 215-927-6100,,food_bank,node/2874444433
Catholic Social Services (Casa del Carmen),"4400 North Reese Street, Philadelphia, 19140",40.0188324,-75.1350077,Mo 08:30-13:45; We 08:30-13:45,osm,,+1 215-329-5660,,food_bank,node/2874455207
Harold O. Davis Memorial Baptist Church,"4500 North 10th Street, Philadelphia, 19140",40.0209342,-75.1419375,We 11:00-13:00,osm,,+1 215-324-1031,,food_bank,node/2874470129
First Redemption Church,"4400 North Broad Street, Philadelphia, 19140",40.0206151,-75.1489878,Sa 10:00-14:00,osm,,+1 215-457-5430,,food_bank,node/2874470131
East Bethel Baptist Church,"1329 West Erie Avenue, Philadelphia, 19140",40.0094652,-75.1502224,Sa 12:00-14:00,osm,,+1 215-226-6738,,food_bank,node/2874494298
Ford Memorial Temple,"4031 Germantown Avenue, Philadelphia, 19140",40.0156446,-75.1533981,Sa[2] 08:30-11:30,osm,,+1 215-225-5069,,food_bank,node/2874494299
Zion Community Center,"3601 North Broad Street, Philadelphia, 19140",40.0078216,-75.1509841,Tu 09:00-11:30,osm,,+1 215-223-8576,,food_bank,node/2874495601
Triumph Baptist Church,"1648 West Hunting Park Avenue, Philadelphia, 19140",40.015365,-75.1540554,We 09:00-15:00,osm,,+1-215-228-8000,,food_bank,node/2874510377
Abyssinian Baptist Church,"4202 Germantown Avenue, Philadelphia, 19140",40.0183165,-75.1557601,"Th 10:00-14:00 ""may vary""",osm,,+1 215-324-1981,,food_bank,node/2874513773
Thankful Learning Center,"3200 North 17th Street, Philadelphia, 19140",40.0027348,-75.1579365,Th-Fr 13:00-16:00,osm,,+1 215-226-5544,,food_bank,node/2874763863
Memorial Tabernacle Baptist Church,"2249 West Hunting Park Avenue, Philadelphia, 19140",40.0103584,-75.1663636,Mo 10:00-14:00; We 10:00-14:00,osm,,+1 215-229-5060,,food_bank,node/2874766815
North Light Community Center Food Bank,,40.0287487,-75.2242719,Mo 13:00-15:00; Fr 13:00-15:00,osm,,+1-215-483-4800,,food_bank,node/2874797404
Kitchen of Love,"1536 Wadsworth Avenue, Philadelphia, 19150",40.0798167,-75.1736315,Th-Fr 09:00-11:00,osm,,+1 215-200-8256,,food_bank,node/2874953161
Remnant Church of God,"7708 Ogontz Avenue, Philadelphia, 19150",40.0712148,-75.1577932,We 15:00-17:00,osm,,+1 215-924-2610,,food_bank,node/2874953162
Masjidullah Community Development,"7700 Ogontz Avenue, Philadelphia, 19150",40.0708802,-75.1576779,Sa[-1] 08:00-10:00,osm,,+1 215-424-8022,,food_bank,node/2874953163
Food Distribution Center,"41-42 Murray Street, 11355",40.7617545,-73.8125082,,osm,,,,food_bank,node/2882557568
People's Emergency Center - Rowan House,"325 North 39th Street, Philadelphia",39.9604781,-75.1996502,Sa 00:00-24:00,osm,,,,food_bank,node/2895846728
St. Lucy's Food Pantry,,43.0430916,-76.1617401,,osm,,,,food_bank,node/2896090155
Bishop's Storehouse,"4090 Center Park Drive, 80916",38.8118476,-104.7510855,,osm,,+1-719-550-1158,http://www.lds.org,food_bank,node/3090260142
Harvest of Hope,"2960 Valmont Road, Boulder, CO",40.0287644,-105.254629,Mo-Sa 13:00-15:00,osm,CO,+1-720-382-1971,,food_bank,node/3145956047
Bridge House,"1120 Pine Street, Boulder, CO, 80302",40.0195751,-105.280793,10:00-13:00,osm,CO,+1-303-442-8300,https://boulderbridgehouse.org/,food_bank,node/3196460059
Meals on Wheels People,"541 Southeast Baseline Street, Hillsboro, 97123",45.5202886,-122.9815884,,osm,,,,food_bank,node/3284400757
Acts Resource Center Food Bank,"3405 Downing Street, Denver, CO, 80205",39.7647072,-104.9735932,,osm,CO,,,food_bank,node/3333556655
Salvation Army Food Pantry,4500 South Claiborne Avenue,29.939777,-90.1049528,,osm,,,,food_bank,node/3344247046
Grant Avenue Street Reach Soup Kitchen,"1600 Grant Street, Denver, CO, 80203",39.7418868,-104.9832919,,osm,CO,,,food_bank,node/3386138599
Little Free Pantry,"1321 Filbert St, Baltimore, MD",39.2250178,-76.5919934,,osm,MD,,,food_bank,node/3432391425
Bethel Outreach Center,"1429 McCulloh Street, Baltimore, MD, 21217",39.3040797,-76.6294166,,osm,MD,+1-410-728-2557,,food_bank,node/3432399718
Our Place Soup Kitchen,"3215 West Belvedere Avenue, Baltimore, MD, 21215",39.3482977,-76.6762781,,osm,MD,,,food_bank,node/3432414421
Assisi House of St. Patrick Church,"318 South Regester Street, Baltimore, MD, 21231",39.2870733,-76.5925346,,osm,MD,+1-410-276-5809,,food_bank,node/3432416615
Christ Body Ministries,"850 Lincoln Street, Denver, CO, 80203",39.7300007,-104.9857898,,osm,CO,,,food_bank,node/3444544695
Howard County Food Bank,"8920 Old Annapolis Road, Columbia, MD, 21045",39.2284503,-76.821499,,osm,MD,+1-410-313-6185,,food_bank,node/3575546899
Friday Harbor Food Bank,"500 Market Street, Friday Harbor, WA, 98250",48.5303005,-123.0205396,,osm,WA,+1-360-378-9880,https://fridayharborfoodbank.weebly.com/,food_bank,node/3593351377
Altadena S.D.A. Church - Food Bank,"2609 North Lincoln Avenue, Altadena, CA, 91001",34.1905714,-118.1590834,"Tu[2,4] 09:00-12:00",osm,CA,+1-626-794-3953,,food_bank,node/3646860883
Eastmont Community Center - Food Bank,"701 Hoefner Avenue, Los Angeles, CA, 90022",34.0210673,-118.1498999,Mo-Fr 09:00-11:00,osm,CA,+1-323-726-7998,,food_bank,node/3646871294
St. Francis Center - Food Bank,"1835 South Hope Street, Los Angeles, CA, 90015",34.0339159,-118.2695622,"Tu-Th 11:00-24:00, Sa 11:00-24:00",osm,CA,+1-213-747-5347,,food_bank,node/3646948889
Ecumenical Council of Pasadena Area Congregations - Food Bank,"1330 Los Robles Avenue, Pasadena, CA, 91104",34.1687097,-118.1413392,"Tu,We 09:00-15:00",osm,CA,+1-626-797-2402,,food_bank,node/3646951250
Berean S.D.A. Church Food Bank,"4211 West Adams Boulevard, Los Angeles, CA, 90018",34.0328208,-118.3309917,Th[3] 09:00-11:00,osm,CA,+1-323-735-0228,,food_bank,node/3646952322
Saint Lawrence of Brindisi Food Bank,"10122 Compton Avenue, Los Angeles, CA, 90002",33.9444597,-118.245906,"Tu,Th 07:00-08:30",osm,CA,+1-323-567-1439,,food_bank,node/3646956173
Santa Clarita Valley Food Pantry,"24133 Railroad Avenue, Newhall, CA, 91321",34.3765458,-118.5251322,Fr[3] 09:00-12:00,osm,CA,+1-661-255-9078,,food_bank,node/3646961456
North Hollywood Interfaith Food Pantry,"4390 Colfax Avenue, Los Angeles, CA, 91604",34.1499888,-118.3872871,"Mo,Fr 08:30-13:00",osm,CA,+1 818-760-3575,,food_bank,node/3646962244
Saint Thomas Center Food Bank,"2727 West Pico Boulevard, Los Angeles, CA, 90006",34.0469193,-118.2989615,Sa[1-3] 07:00-09:00,osm,CA,+1-323-737-3325,,food_bank,node/3681611344
WIC Food Center,,33.4836462,-89.7354332,,osm,,,,food_bank,node/3692404469
Good News Prayer Center,"1722 Firestone Boulevard, Los Angeles, CA, 90001",33.9599665,-118.2423767,Sa[3] 10:00-12:00,osm,CA,+1-323-753-0117,,food_bank,node/3692741205
Pilgrim's Hope Baptist Church,"7016 Compton Avenue, Los Angeles, CA, 90001",33.9758947,-118.247377,We[2] 09:00-11:00,osm,CA,+1-323-581-7672,,food_bank,node/3692761519
Presentation of Mary Catholic Church,"6406 Parmelee Avenue, Los Angeles, CA, 90001",33.9814666,-118.2497367,Sa[3] 07:30-08:30,osm,CA,+1-323-585-0570,,food_bank,node/3692761569
Travelers Rest Missionary Baptist Church,"1417 East Florence Avenue, Los Angeles, CA, 90001",33.9749574,-118.2493437,We 11:00-13:00,osm,CA,+1-323-582-7797,,food_bank,node/3692804594
Food Net-Florence Firestone Center,"7807 Compton Avenue, Los Angeles, CA, 90001",33.9677927,-118.2479182,Tu[2] 09:00-13:00,osm,CA,+1-323-586-6502,,food_bank,node/3692812006
Church of the Epiphany Food Pantry,"2808 Altura Street, Los Angeles",34.0752878,-118.2127842,"Fr[2,4] 10:30-11:30",osm,,+1-323-227-9931,,food_bank,node/3694518547
Sacred Heart Church Food Pantry,"2210 Sichel Street, Los Angeles",34.0702989,-118.2126901,"Th[1,3] 10:00-12:30",osm,,+1-323-221-3179,,food_bank,node/3694520596
Los Angeles Boys & Girls Club Food Pantry,"2635 Pasadena Avenue, Los Angeles",34.0779254,-118.2154895,Th 17:00-18:00,osm,,+1-323-221-9111,,food_bank,node/3694522871
Our Lady of Guadalupe Church Food Bank,"4509 Mercury Avenue, Los Angeles",34.0861155,-118.1902318,Mo-We 07:30-08:30,osm,,+1-323-225-4201,,food_bank,node/3694529413
All Saints Conference Food Pantry,"3431 Portola Avenue, Los Angeles",34.0856733,-118.1728243,"Fr[2,4] 15:00-17:00",osm,,+1 323-221-5452,,food_bank,node/3697979357
Cory's Kitchen-El Sereno Food Pantry,"4810 Huntington Drive South, Los Angeles",34.0851667,-118.1797553,Mo 16:30-18:30,osm,,+1-323-972-1330,,food_bank,node/3697987807
White Memorial S.D.A. Church Food Pantry,"401 State Street, Los Angeles",34.0496589,-118.215893,Tu 10:00-12:00,osm,,+1-323-264-2170,,food_bank,node/3697988977
Our Lady of Talpa Church Food Pantry,427 South Evergreen Avenue,34.0368278,-118.2048741,Tu[3] 13:00-15:00,osm,,+1-323-268-7731,,food_bank,node/3697992922
Catholic Charities - Brownson House Food Pantry,"1307 Warren Street, Los Angeles",34.0521055,-118.220194,Mo-Fr 09:00-13:00,osm,,+1-323-264-8700,,food_bank,node/3697993774
Iglesia Pentecostes Roca de Salvacion Food Pantry,"122 South Evergreen Avenue, Los Angeles",34.0397377,-118.2024829,Sa 15:00-16:00,osm,,+1-323-832-5313,,food_bank,node/3698750067
JFS/SOVA Community Food & Resource Program Food Pantry,"8846 Pico Boulevard, Los Angeles",34.0547356,-118.3848267,"Mo,We,Fr 10:00-13:30; Su[1,3] 09:00-12:00",osm,,+1 818-988-7682,,food_bank,node/3699223196
Spanish American S.D.A. Church Food Pantry,"1815 Bridge Street, Los Angeles",34.0516144,-118.215205,We 18:00-19:30,osm,,+1-323-222-7063,,food_bank,node/3699274203
East LA Community Corporation Food Pantry,"611 South Lorena Street, Los Angeles",34.0306389,-118.199531,Fr 09:00-11:00,osm,,+1-323-269-4214,,food_bank,node/3699274937
University S.D.A. Church Food Pantry,"1135 Martin Luther King Junior Boulevard, Los Angeles",34.0111333,-118.2957046,We 13:00 - 14:30,osm,,+1-323-766-9889,,food_bank,node/3699276746
Holy Cross Center Food Pantry,"104 West 47th Street, Los Angeles",34.0008867,-118.2743369,"Mo,We,Fr 09:00-11:00",osm,,+1-323-232-3333,,food_bank,node/3699281910
Bethel Unspeakable Joy Christian Church,"8724 S. Central Avenue, Los Angeles, CA, 90002",33.9585338,-118.2561758,"Sa[2,4] 08:00-10:00",osm,CA,+1-323-585-5939,https://www.g12joy.net/,food_bank,node/3702219084
Iglesia Macedonia Defenders of the Christian Faith,"9218 S. Central Avenue, Los Angeles, CA, 90002",33.9525781,-118.2557053,Tu 19:00-20:00,osm,CA,+1-323-804-6615,,food_bank,node/3702240860
Estelle Van Meter Multipurpose Center,"7600 South Avalon Boulevard, Los Angeles, CA, 90003",33.9709509,-118.264979,"We[1,3] 10:30-11:30",osm,CA,+1-323-753-3881,,food_bank,node/3702248893
Celestial Church of Christ Ebenezery Parish,"8803-8807 South Broadway, Los Angeles, CA, 90003",33.9570828,-118.2785032,Sa 11:00-13:30,osm,CA,+1-323-752-4400,http://www.cccebenezeryparish.com/394766082,food_bank,node/3702254727
Greater New Morning Star Baptist Church,"210 West Florence Avenue, Los Angeles, CA, 90003",33.9744788,-118.276576,Sa 08:00-11:00,osm,CA,+1-323-529-4446,,food_bank,node/3702280334
Gospel Mission Baptist Church,"7301 Avalon Boulevard, Los Angeles, CA, 90003",33.9735424,-118.2653434,We[4] 11:00-12:00,osm,CA,+1-323-759-8087,https://www.gospelmissionmbc.org/,food_bank,node/3704071714
Greater New Unity Baptist Church,"9719 Avalon Boulevard, Los Angeles, CA, 90003",33.9476905,-118.2654242,Sa[3] 08:30-10:00,osm,CA,+1-323-757-5094,,food_bank,node/3704077901
Vision of Hope Outreach Ministry,"5951 South San Pedro Street, Los Angeles, CA, 90003",33.9859366,-118.2697051,"Sa[2,4] 15:00-16:00",osm,CA,+1-323-233-4647,,food_bank,node/3704107937
San Pedro Temple Corps,"138 South Bandini Street, Long Beach, CA, 90731",33.7427754,-118.298784,"Fr 09:00-12:00,14:00-15:00",osm,CA,+1-310-832-7228,,food_bank,node/3707405933
Bread of Life Community Outreach,"628 South Street, Long Beach, CA, 90805",33.85998,-118.1846555,We[2] 10:30-11:30,osm,CA,+1-562-428-5422,,food_bank,node/3707408683
Filipino Baptist Fellowship of Long Beach,"2155 Atlantic Avenue, Long Beach, CA, 90806",33.7963468,-118.1851488,Sa[3] 10:00-13:00,osm,CA,+1-310-212-5175,,food_bank,node/3707416023
First Southern Baptist Church of Long Beach,"3435 San Anseline Avenue, Long Beach, CA, 90808",33.8197952,-118.1209908,Sa[3] 10:00-12:00,osm,CA,+1-562-422-8027,,food_bank,node/3707422331
First Southern Baptist Church of Long Beach,"3435 San Anseline Avenue, Long Beach, CA, 90808",33.8197952,-118.1209908,Sa[3] 10:00-12:00,osm,CA,+1-562-422-8027,,food_bank,node/3707422332
"Helping In Services, Inc.","1535 Gundry Avenue, Long Beach, CA, 90813",33.7867728,-118.1742547,"Fr[1,3] 09:00-12:00",osm,CA,+1-562-591-8778,,food_bank,node/3707424469
Long Beach Lutheran Social Services,"1611 Pine Avenue, Long Beach, CA, 90813",33.7874666,-118.1925503,"Mo-Th 10:00-12:00,12:30-14:00",osm,CA,+1-562-599-1321,,food_bank,node/3707440978
Rock Solid Christian Assembly,"867 West 10th Street, San Pedro, CA, 90731",33.7350778,-118.2961376,"Su[2,4] 12:30-13:30",osm,CA,+1-310-832-2788,,food_bank,node/3707445798
Rosewood Revitalization Group,"4101 Rosewood Avenue, Los Angeles, CA, 90004",34.0793082,-118.2933083,Fr[3] 15:30-16:30,osm,CA,+1-323-662-1194,https://www.lowincomehousing.us/det/ca_Rosewood_Revitalization_Group,food_bank,node/3707452005
St. Peter and Paul Poverty Program,"943 Lagoon Avenue, Wilmington, CA, 90744",33.7824325,-118.2682216,"Mo,Tu,Th 09:00-11:00",osm,CA,+1-310-952-0144,,food_bank,node/3707452006
